Order ID,Order Date,Region,City,Product Category,Customer Segment,Sales,Profit,Quantity,Discount
90b724c9-f207-4a1a-8341-ae4ef0a53cf3,2023-05-11,East India,Indore,Books,Individual,39241.4,6124.36,50,0.23
6ca3bf4e-fb6b-45ad-bb58-9c4471d9a799,2023-09-27,North India,Guwahati,Home Appliances,Retail,8009.58,17291.77,23,0.23
0885c141-c033-4907-b555-a6c1e568f763,2023-02-06,South India,Kolkata,Apparel,Corporate,37789.48,9196.46,1,0.11
a324764b-96cf-493d-b516-1bd720352a0d,2024-11-03,North India,Kolkata,Books,Individual,2428.3,1565.26,30,0.29
baa0c458-dc04-4149-94eb-60b86fa98802,2024-08-21,Central India,Chandigarh,Electronics,Retail,29444.0,2150.14,44,0.27
abe5136d-c248-4d78-991e-7a4223b57799,2024-05-17,East India,Ahmedabad,Apparel,Individual,38869.51,1127.3,36,0.18
773e88c5-ae81-4944-81a2-76141aebedd3,2024-05-11,West India,Nagpur,Home Appliances,Individual,31007.51,472.69,41,0.12
5f104306-6ecc-471f-a054-0a4d21e24962,2023-06-25,South India,Bhubaneswar,Home Appliances,Individual,47161.05,18225.65,15,0.02
bd147da0-3067-4b16-ba93-1789bc110967,2024-07-21,East India,Bangalore,Groceries,Retail,30489.29,11083.12,50,0.26
f6881142-7da1-4b79-b123-b06e46670560,2023-12-09,North India,Mumbai,Books,Corporate,30073.97,3887.26,38,0.22
780ec256-ae92-4ed5-a1be-1e96ced80116,2025-01-27,West India,Chandigarh,Groceries,Individual,12845.14,7379.93,2,0.22
e12b50c1-0568-495b-8a98-44f9798608ad,2024-06-25,East India,Guwahati,Apparel,Retail,10411.87,13079.71,37,0.22
358191d3-ca4c-4833-a857-d6b6638e7e87,2024-06-26,South India,Hyderabad,Electronics,Corporate,10232.35,10687.07,26,0.04
d8baa6e3-b242-410c-8ecf-20eff5c5a260,2024-09-30,South India,Surat,Electronics,Individual,30326.94,18207.05,9,0.03
1e512612-5d58-40a9-8f3c-206995b87365,2024-01-24,West India,Chandigarh,Books,Corporate,1913.29,1179.6,46,0.3
05425018-c697-41b7-b4fe-e8028b2784e6,2024-06-05,South India,Hyderabad,Groceries,Corporate,45816.21,18234.67,24,0.27
f8adf3a8-b031-4015-835f-debad6fc2a60,2023-12-27,West India,Mumbai,Electronics,Individual,16836.76,8042.92,21,0.13
0d581a54-b8b9-4943-a08f-4949c7e3fe57,2023-03-24,West India,Bhopal,Books,Retail,33374.89,18201.15,46,0.1
f14441eb-0ea1-4216-af88-a59b5078f08c,2025-01-08,South India,Ahmedabad,Electronics,Individual,3853.91,6934.2,33,0.2
12c2a1a6-28e8-43b5-ac31-16ee2a76a6d3,2024-09-12,West India,Bhubaneswar,Groceries,Corporate,32330.48,245.95,40,0.07
56d43460-f33e-4ca4-8bb2-16907f7ca908,2024-01-16,West India,Kochi,Books,Corporate,39424.84,4234.2,38,0.19
5e993915-d696-4f5c-9c0b-363d78ec1410,2024-09-21,Central India,Raipur,Groceries,Individual,26092.51,18828.02,32,0.27
e438ceaf-6125-4607-a562-7e28cde7efb2,2023-05-30,West India,Chennai,Electronics,Individual,37721.15,4500.93,48,0.0
3e02f946-5c1a-46eb-a1dc-97a0470ae2fc,2025-01-05,West India,Patna,Books,Corporate,16347.93,16493.41,10,0.18
8f29778a-1511-439a-b98a-3c6e0c43d9e2,2024-09-30,South India,Surat,Electronics,Corporate,12441.62,8346.93,15,0.16
a39142d0-052a-4561-aa20-c58ebf95b9ef,2024-08-26,West India,Mumbai,Groceries,Retail,25814.87,12781.95,11,0.3
9dd047e8-dd6e-49a5-950c-596f52e070ad,2024-10-28,East India,Delhi,Apparel,Individual,25993.21,61.6,44,0.24
c2be738e-4d8b-4545-a622-76bc0f349cc2,2025-01-15,West India,Hyderabad,Home Appliances,Individual,45923.82,,24,
8f884b14-977b-46ac-81c1-e6016265c43c,2024-07-16,North India,Bhopal,Electronics,Retail,24891.97,3142.74,28,0.15
c3f1be85-71e0-4703-91b4-890996926e9c,2023-03-22,South India,Chennai,Electronics,Individual,22022.1,1121.34,33,0.22
b9b5c96e-a895-4241-aa47-5ce0f931615b,2023-11-26,West India,Indore,Home Appliances,Corporate,38036.51,1196.17,18,0.09
337de707-65ce-40b7-b71f-14654def0e4d,2023-04-20,North India,Raipur,Home Appliances,Individual,16738.95,12362.3,36,0.29
edf77f29-a9b4-4d70-b02c-d16bc2fc2c3d,2023-04-11,West India,Guwahati,Groceries,Individual,3111.84,17498.51,19,0.08
04ee6223-51a3-48a1-bb54-0a199d4b9f7d,2023-09-19,Central India,Patna,Home Appliances,Individual,30867.04,10570.8,36,0.13
4375893c-9453-4b4d-978c-e1da64f1bf30,2024-03-31,South India,Mumbai,Books,Individual,13539.46,19205.84,7,0.15
cb18fe9b-fd72-4a60-9a40-84c7cdc787fa,2024-02-15,Central India,Bhopal,Electronics,Individual,19835.66,400.04,41,0.13
3ff77519-012c-4ad6-97e6-eb53f186c785,2023-11-17,West India,Raipur,Electronics,Corporate,41653.64,1018.45,34,0.16
a532d323-65a4-4f86-94a2-e2e5e3c122b6,2023-03-08,Central India,Indore,Books,Retail,44581.97,2870.61,25,0.01
c868b751-0fbc-429a-8542-bdd9fba7df7b,2024-01-24,South India,Guwahati,Books,Retail,3602.66,16982.85,39,0.03
1fe0a1bf-ae97-44bf-8f67-07f417f2c2a9,2023-11-15,West India,Bhopal,Electronics,Corporate,895.63,12384.33,47,0.24
e2adbd10-458b-4df1-a4a1-52bf52dc9c18,2024-10-25,West India,Bhopal,Groceries,Corporate,986.02,1675.42,40,0.09
69b0dd52-9f96-43f5-8707-bb86be40d84e,2024-02-06,West India,Delhi,Electronics,Corporate,18103.71,12184.91,40,0.1
b2df254c-e72a-45fe-9416-81adc6e027e2,2023-05-09,West India,Indore,Electronics,Retail,17332.34,16722.64,38,0.23
7f572351-86a9-4cca-ba02-2f6bcb1d27be,2024-02-10,West India,Kolkata,Groceries,Retail,21190.57,5979.42,39,0.11
0c202fef-0f1e-457f-b9ed-d75b414a4221,2023-09-03,East India,Surat,Electronics,Individual,42246.19,2827.36,4,0.22
f5b61686-1d2c-4d89-831e-4671b5813202,2024-05-22,Central India,Chandigarh,Books,Retail,35659.9,18799.33,30,0.19
89e20101-6b7b-4017-82ec-76cec7842739,2024-07-26,North India,Raipur,Groceries,Corporate,37983.57,1002.86,14,0.25
49ded700-6582-4fe3-b1be-6bf065d97489,2023-09-26,West India,Chennai,Groceries,Individual,10153.68,354.68,3,0.21
040e99b5-27ff-4efe-b864-5ac051dbb66c,2023-08-16,East India,Kochi,Groceries,Individual,14907.92,12551.24,37,0.02
25174bcc-8fbc-41a9-b319-90122c37ec82,2024-03-23,West India,Lucknow,Electronics,Retail,17863.53,5720.17,46,0.11
23131559-d498-487f-9ef4-97cd7b2b13ef,2024-03-27,North India,Kolkata,Home Appliances,Retail,47121.93,11829.47,50,0.21
c06492a6-5714-4f31-b862-d44e2035d606,2023-05-07,West India,Patna,Home Appliances,Retail,23314.89,13114.88,35,0.09
72286a56-14ff-49a6-9abf-6246b1f9f713,2023-12-17,South India,Raipur,Groceries,Corporate,16297.91,14981.28,39,0.28
8021f7fe-d4cd-459a-83e6-85c24cacd229,2023-12-05,North India,Patna,Groceries,Retail,31201.48,19674.09,38,0.29
c64a060a-2ece-4f59-84b0-fdd670a60845,2023-04-30,East India,Bhubaneswar,Electronics,Corporate,718.29,13075.01,30,0.04
3c48ffc8-e0c7-4419-84a8-496e7f9d408c,2023-03-23,West India,Kolkata,Books,Retail,23501.12,1962.99,23,0.01
b83086eb-6f08-40d1-bf4b-a56713360311,2024-10-26,Central India,Ahmedabad,Apparel,Corporate,21729.2,15596.0,47,0.17
5fec2b71-cca6-490b-928a-5c5a3738008f,2024-07-14,North India,Chennai,Groceries,Retail,11228.01,22.36,35,0.08
7b430b72-0a23-478d-9fff-2ad34c5a0345,2025-01-06,West India,Indore,Books,Corporate,18419.98,10582.81,48,0.1
df616907-5863-442a-a23c-0d5f5c4174a7,2023-07-15,North India,Bangalore,Groceries,Corporate,10589.79,15823.09,19,0.1
745c1fad-b3d5-4e2f-ac7b-7a80a3fe837b,2024-02-22,West India,Surat,Apparel,Corporate,1342.41,2245.51,12,0.14
908cf647-e7a0-4280-bc4b-3393184b8523,2023-04-09,East India,Lucknow,Electronics,Corporate,49008.52,2311.19,30,0.27
28a6228a-a257-49d7-ab84-bd9f3f769dcb,2024-09-19,North India,Guwahati,Electronics,Individual,32270.55,832.03,39,0.08
82e151b7-b314-4018-a040-e04b1451d835,2023-05-28,North India,Bhopal,Groceries,Corporate,6979.87,17557.22,25,0.05
e5a578e3-670a-447e-af6c-577285327b0e,2023-04-30,East India,Mumbai,Electronics,Retail,3889.92,18307.17,16,0.09
20b2226f-f7f9-45a5-9cbc-d0b3bd11fb8e,2024-01-18,West India,Nagpur,Apparel,Corporate,15792.31,16830.83,15,0.27
a5bb2809-8f28-46e7-99a0-0fb6372593de,2023-03-12,Central India,Guwahati,Books,Retail,14699.81,10500.9,6,0.3
54498a45-79c7-472f-853e-af1439872a36,2023-04-07,North India,Pune,Books,Corporate,8405.79,14057.26,15,0.17
03a9becd-a7ba-459a-bb41-023e1b5b102e,2024-09-10,East India,Lucknow,Groceries,Individual,32103.81,10385.35,46,0.27
b1ab4651-3e9a-4be9-86f5-5f30e6f923eb,2023-01-30,North India,Bhubaneswar,Groceries,Individual,40162.71,1329.37,20,0.17
2e29e013-b1ca-4cb9-962a-2fe92243e53d,2024-09-29,Central India,Hyderabad,Apparel,Individual,34983.36,7529.57,39,0.21
95362071-4f20-4764-9c0f-7d50ea16dcc1,2024-05-26,West India,Indore,Groceries,Retail,1452.47,15404.63,14,0.14
0764c2f8-cbeb-46e9-964d-09c4b06a2aaf,2024-08-15,West India,Pune,Home Appliances,Individual,46513.01,11534.13,14,0.24
757e43b6-41ea-4eb8-b38b-4883fe8211da,2024-08-04,West India,Kolkata,Electronics,Retail,34332.92,15032.68,3,0.27
8a723021-62c9-40b9-bfd9-874fec608bf7,2024-09-12,Central India,Chennai,Home Appliances,Corporate,12074.53,7474.15,37,0.17
55e234b2-6791-4d04-96fa-cc1e5cf1bba3,2023-05-15,South India,Ahmedabad,Groceries,Individual,27584.88,,30,
e2fe9566-706f-4239-a932-e21c86f11101,2024-06-20,South India,Surat,Electronics,Individual,45249.59,13440.62,10,0.12
f9af8bae-383e-4956-b14a-c744f14adda8,2024-12-14,South India,Surat,Home Appliances,Corporate,34152.47,9424.79,36,0.15
154a0234-9ef7-40a3-8da1-5cd1add69541,2024-01-23,East India,Bhubaneswar,Home Appliances,Individual,24899.12,17675.71,10,0.28
aa8a6c65-c833-4614-8619-2180de8be02b,2024-08-10,South India,Raipur,Apparel,Individual,9426.11,4504.7,21,0.27
1ea5b0c0-e7e6-48f8-bdd7-aad42f47a922,2024-04-09,Central India,Bhubaneswar,Home Appliances,Individual,28800.38,5116.27,1,0.1
61042667-f589-4e95-8b84-de8f99ef4a7a,2023-04-14,North India,Mumbai,Electronics,Corporate,19769.57,6316.74,44,0.24
1877f9c9-d077-4109-a940-2b2835be2155,2024-08-06,West India,Pune,Apparel,Corporate,4095.82,2761.1,3,0.18
e361ac3e-ba95-4b56-9443-822a50d9928e,2023-06-03,North India,Raipur,Electronics,Corporate,28532.83,18509.42,34,0.22
aac13e73-2c4e-46e7-a6ed-f168bbd643dd,2024-08-13,North India,Mumbai,Groceries,Individual,9158.75,-637.0,26,0.28
7228cbcf-553e-4e3c-bafe-fca5e111d895,2023-04-03,North India,Patna,Books,Corporate,1583.19,1429.63,5,0.11
fa8673c6-bf61-4a3e-bb89-4fcbc6036d58,2024-01-15,East India,Surat,Apparel,Corporate,48330.52,12428.54,25,0.13
03732ea3-f8bd-41d5-ae50-6cabc7eb5d21,2023-06-14,East India,Bhopal,Groceries,Individual,29909.67,4168.89,6,0.25
50196ffa-a5df-47ff-82c2-8593622d8825,2023-11-13,Central India,Chennai,Books,Retail,1823.29,,47,
5c1d3f14-4f54-4dd9-9fc1-f96e40cabaa6,2025-01-17,North India,Lucknow,Electronics,Corporate,36551.31,17598.91,9,0.23
72dc4dc6-6662-4200-a4e3-2e08c5b9b1fc,2023-06-30,East India,Kochi,Apparel,Corporate,15157.88,14881.23,30,0.1
751deea3-8c2d-4e58-a65e-5900c4166f7a,2024-11-12,South India,Kolkata,Electronics,Corporate,5966.07,2753.85,6,0.13
4f65a771-dea2-4ddb-81e4-bc37bf5399d3,2025-01-20,South India,Bangalore,Apparel,Retail,8713.27,,32,
bdf57be4-3c7f-4849-b4fa-188b3f90ed50,2023-10-31,North India,Hyderabad,Electronics,Retail,25506.54,9367.43,49,0.08
a3608d41-0cdc-4955-b71c-84a3297c7a8a,2024-06-29,West India,Delhi,Electronics,Corporate,39381.56,13773.34,42,0.18
c7d558b7-a47c-4153-92f3-bdae109db319,2023-07-05,West India,Bhubaneswar,Books,Retail,32812.14,3864.29,31,0.3
511165b0-ad61-46f6-a675-aa0a93f4086e,2025-01-20,South India,Kolkata,Electronics,Retail,17114.82,16383.7,44,0.0
de3c5b18-0a21-4a6d-b55e-d31893092cd3,2023-10-26,East India,Kochi,Groceries,Individual,41311.51,6887.03,15,0.25
5d40d528-c8fb-409e-94e4-c184d18c3940,2023-02-07,West India,Chennai,Home Appliances,Corporate,44410.9,16655.85,9,0.15
ebbcd31d-5c57-47bc-8993-bb3117ff5444,2024-10-09,Central India,Surat,Electronics,Retail,1975.53,16196.47,42,0.3
5b91c2f7-32e6-475d-9dcc-95496dd0cceb,2023-08-06,North India,Bangalore,Apparel,Retail,7456.86,5183.24,16,0.24
0bad1be9-877f-4957-8ad9-dadca41b30e9,2023-02-05,East India,Ahmedabad,Apparel,Individual,12915.9,18497.46,13,0.23
546d9207-1292-43f0-a157-4f702a9f0242,2024-09-13,South India,Raipur,Home Appliances,Individual,36567.57,9485.02,35,0.19
20015653-6e98-4ee5-a456-59a16412ad4e,2023-06-05,South India,Guwahati,Groceries,Corporate,797.97,18655.35,11,0.02
a76fcbe4-37d9-4c57-8b21-e8f565506c60,2024-03-11,Central India,Pune,Home Appliances,Individual,1216.44,,47,
0bc9136c-5c65-4770-b083-5fcdb24cca8d,2024-05-18,West India,Raipur,Books,Corporate,8438.41,1536.65,19,0.24
21e3ee3a-da4e-47f0-ae88-cd55a07f19c2,2023-06-10,North India,Guwahati,Books,Retail,25845.83,5400.49,47,0.18
1cfbde96-299a-4f3b-9c1f-7e924fd9a8b9,2023-06-30,South India,Surat,Books,Individual,8090.71,275.86,27,0.11
74b16c56-034b-40a1-9332-84096b4b1d39,2023-11-10,South India,Bhubaneswar,Groceries,Retail,1601.33,19331.96,37,0.05
e3a6ba81-399c-4bc8-af2c-5be18aae5059,2023-04-12,West India,Patna,Electronics,Retail,27929.87,15426.08,5,0.2
a3100034-7b0a-470d-9aad-f3f935c344e3,2024-03-10,Central India,Indore,Groceries,Retail,36717.14,,40,
b3993e3e-208d-476e-9077-35e129e294f4,2024-02-16,West India,Chandigarh,Groceries,Individual,33487.16,12019.11,5,0.0
393d143c-8bb8-4510-93f9-0ed6dc346633,2024-03-18,Central India,Bhopal,Electronics,Individual,43794.62,17628.67,3,0.23
2160e984-618e-405d-8c7f-e47b0a77c76b,2023-06-09,Central India,Pune,Apparel,Retail,19962.56,16041.45,7,0.29
91d2953e-aff6-4ecb-b251-c58153b860c8,2023-04-14,West India,Ahmedabad,Apparel,Retail,49868.5,13093.8,13,0.07
efd5d184-2214-4525-921b-e93ecbfb69e4,2024-04-10,South India,Raipur,Books,Retail,36168.28,16255.11,31,0.11
ab41d18e-d18c-415f-a3f1-c996bdfef34d,2023-08-05,South India,Ahmedabad,Groceries,Individual,48832.53,18428.1,45,0.1
5c7fdbc6-b5f2-4164-99c2-86b7ce35ea1b,2023-02-02,West India,Guwahati,Groceries,Individual,39188.8,9289.78,4,0.07
6b15e3ce-827c-4386-9193-9766dda37fb6,2024-07-31,South India,Chennai,Apparel,Individual,17055.46,19060.93,14,0.21
69e46482-c308-46d2-8f1a-556ca1f2b8ea,2023-09-01,South India,Ahmedabad,Home Appliances,Individual,28693.31,15077.54,42,0.29
58163b61-0879-4ed9-b10b-eefd05f731e8,2024-03-25,East India,Raipur,Books,Retail,9202.11,11855.71,1,0.25
36f0a732-c39e-4cb8-8464-658ed48d64a6,2023-08-29,North India,Guwahati,Books,Corporate,39985.06,8588.78,42,0.15
a9d00dcb-e37c-4f3e-a11f-2fffedf626ad,2024-06-17,Central India,Surat,Apparel,Retail,24554.96,16872.23,24,0.22
e0542b0c-8bdf-4172-801f-f002da32f648,2023-07-26,North India,Bhopal,Groceries,Retail,1542.92,12782.22,37,0.29
b0a4bbcc-c322-4db6-a9d9-aebaa0c39e13,2023-09-30,North India,Nagpur,Books,Retail,4977.93,3416.9,27,0.04
9ba3f3bc-56f5-4c4b-8c1d-0a50266bb75c,2023-11-22,North India,Pune,Apparel,Individual,24521.46,,49,
37111759-7717-4530-8d98-c742154d888a,2024-12-04,South India,Kolkata,Groceries,Retail,18235.58,13030.42,5,0.11
d2c9da7b-b9f1-4759-bb0b-e3876af19ffb,2023-12-02,West India,Delhi,Electronics,Individual,23767.33,2102.68,15,0.13
be01df03-d26c-4220-bfdf-0aa090724cfa,2023-02-04,North India,Bangalore,Books,Corporate,42823.35,7027.39,47,0.13
1b376146-70c7-4f99-920a-fe112fa59647,2023-12-09,South India,Chandigarh,Electronics,Corporate,19038.64,36.13,17,0.11
3e7b66e5-f292-4829-8634-6a64a8e0e7b2,2024-01-10,West India,Kochi,Home Appliances,Retail,16687.57,13737.85,22,0.15
e5fc5d05-75f3-40a6-8a79-badd435daea8,2023-08-23,Central India,Kochi,Home Appliances,Individual,37707.31,8213.39,16,0.19
e3c2cfea-2103-448b-ae66-eb18ab4993bf,2024-09-17,North India,Indore,Groceries,Individual,8305.39,13480.14,10,0.24
5a690a66-16ba-4dc1-b9d3-2101ee1f7f6f,2023-07-08,West India,Bangalore,Books,Individual,45538.12,9905.22,24,0.26
e59ccc29-9771-4f35-ac92-3a6f306a432b,2024-01-13,West India,Hyderabad,Home Appliances,Retail,14094.85,9566.11,4,0.16
6e22c707-545e-4a8a-88d7-7d73b8d8dc1d,2024-08-31,North India,Indore,Groceries,Individual,27755.53,7310.16,19,0.13
8b1cf728-ce08-4496-9109-8c5ab5943adc,2023-02-06,South India,Guwahati,Electronics,Retail,33673.44,,15,
04a13160-ade9-4d47-aa61-cd483b950937,2023-03-07,North India,Chandigarh,Apparel,Retail,20063.75,16093.16,13,0.25
0262243c-529e-40d1-ae9b-edeba1ef04dd,2024-12-06,East India,Bangalore,Apparel,Retail,2306.01,5371.54,22,0.26
96804f90-b588-4ff0-99d7-8f39e5259790,2023-02-09,North India,Delhi,Apparel,Corporate,43659.79,11612.43,17,0.1
d625c8e3-953f-4087-bb0e-89de36bb408a,2023-07-31,West India,Mumbai,Electronics,Individual,25461.27,11140.62,34,0.13
2dd6cd60-5207-408b-9df2-81cb373fda0d,2024-03-20,Central India,Guwahati,Books,Retail,43177.58,,41,
f62bc256-3c8a-4b8c-8877-64ec63f89b42,2023-12-26,Central India,Nagpur,Books,Individual,44854.26,1655.06,40,0.14
eb0ee84a-3554-42a2-b4a9-e52c35bdabc0,2023-08-15,West India,Lucknow,Books,Corporate,26478.93,8383.64,7,0.04
3c6e8f94-197e-4f45-85d0-c23bc852ae23,2023-07-23,West India,Guwahati,Home Appliances,Retail,39494.87,11540.78,43,0.09
badc250f-0a16-486b-a2c3-3691abe0d87b,2024-12-08,Central India,Chennai,Home Appliances,Individual,23857.94,10872.57,33,0.29
00fea7ea-339b-491f-98ef-2352b1b0c6d3,2024-11-13,Central India,Patna,Home Appliances,Retail,1244.32,13071.33,36,0.16
226023ef-fe65-431a-a529-1da4c4ebbdbb,2025-01-17,North India,Bangalore,Electronics,Corporate,15787.29,5979.57,36,0.0
22a26003-ccf8-40cc-9e06-e987d0408066,2024-04-02,West India,Patna,Books,Retail,37647.43,4800.15,34,0.08
4596a36c-fe42-4b44-bd48-d1a9218185b5,2024-12-10,North India,Hyderabad,Electronics,Corporate,788.56,7392.38,27,0.22
b78cbd3a-2bbc-4846-882d-04be33e99ddb,2024-10-07,Central India,Pune,Electronics,Retail,7023.34,2812.81,22,0.19
35af926c-759f-4afa-a488-fecce58e0197,2024-06-29,West India,Delhi,Apparel,Retail,32478.39,15806.83,4,0.18
70f085a8-7abf-4107-a088-27dc43018e69,2023-07-29,Central India,Surat,Groceries,Individual,13155.91,17314.37,40,0.14
395c1539-18d6-45d8-a2bc-ef607b4b5681,2023-10-13,Central India,Pune,Apparel,Individual,49654.37,9840.5,11,0.0
2cfe575b-bd1e-4b13-918d-b6a125fe36af,2023-03-03,South India,Surat,Books,Retail,24913.98,2535.64,5,0.05
8b4e12cc-596f-43a6-98b1-d13c4838f306,2024-07-04,South India,Hyderabad,Books,Retail,24684.39,,14,
b3777f75-42c1-4579-a388-bfc6d2fb826d,2024-01-02,South India,Jaipur,Home Appliances,Retail,47746.0,17100.97,13,0.12
ae1eac7d-af21-4468-8c13-6dd2e034dffe,2024-07-15,West India,Chandigarh,Books,Corporate,12349.2,16861.46,43,0.06
738d8506-34d7-4d87-83bc-6c2262f3ad55,2024-12-05,East India,Kolkata,Home Appliances,Retail,2976.59,15202.32,30,0.02
1241d467-4395-4838-a8b1-aff6f2b78908,2024-09-11,East India,Patna,Apparel,Corporate,37802.01,,35,
7c025dc7-b85f-493c-8cb2-554b3ec39545,2023-05-13,Central India,Bangalore,Groceries,Corporate,11453.85,,29,
210cb6e0-603d-46b3-8a18-e01b172dc0b4,2023-11-27,North India,Chennai,Home Appliances,Individual,46940.62,7558.22,31,0.16
edcdbbea-90b6-4fb6-b793-00b60dc75ea2,2024-09-24,West India,Raipur,Home Appliances,Corporate,37338.0,9222.16,3,0.27
291ecfb0-ba9c-474d-86bc-4ad35e39311c,2023-10-15,Central India,Kolkata,Electronics,Corporate,48324.3,5681.67,28,0.2
784b5a8c-8f40-4a4a-8950-b54e69c5a632,2024-07-04,South India,Kolkata,Electronics,Corporate,9745.5,2830.0,16,0.11
67f25a5e-5ec7-48bb-9720-2eba74df9f28,2024-07-25,East India,Bangalore,Groceries,Individual,2079.65,,17,
6d26bdf5-4506-4843-bafe-38a1675f4ec1,2024-09-26,West India,Bangalore,Home Appliances,Retail,13059.66,3802.02,36,0.06
0dbcb7d1-e3e0-41c4-862b-714c56333b78,2023-06-14,East India,Bangalore,Groceries,Corporate,2739.18,14043.19,50,0.05
e87715a2-8088-452a-bb26-999dbe8ed0ce,2023-09-28,Central India,Delhi,Electronics,Corporate,31281.09,4233.37,26,0.2
2f7c10a5-4ce1-406d-8eb9-62d756840e6e,2023-04-05,East India,Mumbai,Home Appliances,Individual,24598.18,9239.33,31,0.22
e6456229-0239-4011-84c8-2a7a2a0f68fd,2024-01-16,Central India,Pune,Home Appliances,Corporate,36917.44,3536.29,40,0.08
4fea12cf-827c-4c38-8571-c8e3ca83e46b,2023-11-02,North India,Indore,Home Appliances,Corporate,2929.33,6200.76,5,0.05
e8dc4812-cf46-4ae8-a80a-b5ee4c80c5a7,2024-07-05,East India,Chandigarh,Books,Corporate,33870.63,18320.75,13,0.14
3a4d81cc-98a7-4176-987e-f49c83661986,2024-01-30,South India,Pune,Apparel,Individual,26727.7,4316.07,10,0.16
d9733925-2524-4284-a970-fe526a38e935,2024-10-29,West India,Bangalore,Electronics,Corporate,20114.31,14224.86,39,0.22
e79e3293-e206-43c8-b86b-4804d0f1494f,2024-09-10,South India,Mumbai,Books,Corporate,49581.31,,28,
9244ec98-df34-49d5-9ae0-a514454650c5,2023-07-07,North India,Bhopal,Groceries,Individual,36315.09,14620.72,14,0.08
a9ac854b-92ab-471e-981b-16b4ce44f938,2024-05-16,Central India,Pune,Apparel,Retail,40893.7,-547.87,25,0.17
738e352c-aaf4-43a3-9cc0-488146d6f7d3,2023-09-03,West India,Nagpur,Home Appliances,Individual,39107.85,3093.29,35,0.28
bd42eb24-4e87-4bb4-b6d8-bbe13dbe3afc,2023-11-12,East India,Delhi,Home Appliances,Individual,22489.93,,43,
b96153fe-bbd8-47cf-a8b5-9a0e1d5bef55,2024-09-10,East India,Bangalore,Apparel,Retail,3463.07,4545.14,43,0.25
c51698c9-06ec-4b0d-a6e0-6b5a3f2d584d,2023-05-11,North India,Nagpur,Books,Individual,5187.65,14740.83,42,0.12
f1a49ff7-4e66-4383-8922-7408e717c2cd,2023-04-18,South India,Ahmedabad,Electronics,Retail,22563.4,7044.21,9,0.2
cbd850a3-9d59-4152-ab94-fd8adf814417,2023-06-15,South India,Bhopal,Groceries,Individual,2102.69,2665.45,3,0.21
113ad07d-9262-43aa-b817-075059cf1c4e,2024-01-28,South India,Ahmedabad,Home Appliances,Retail,41498.56,-559.46,20,0.05
66724e79-3d58-41e0-a87d-509023b9e742,2024-04-02,North India,Guwahati,Books,Retail,2381.62,2926.47,18,0.05
7ad01025-441a-4085-8829-49d9e6ad5c40,2024-09-09,East India,Hyderabad,Apparel,Corporate,38454.62,,15,
dcc672c6-685c-47c9-8661-2dbe6f419468,2024-12-25,South India,Chennai,Groceries,Retail,16728.05,7894.02,43,0.03
